Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,220
201001,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,221
201007,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,221
201112,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,221
200911,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,224
201710,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,Terminal 3,F,224
201905,El Al Israel Airlines LTD.,LY,El Al Israel Airlines LTD.,LY,International,Middle East,Deplaned,Other,International,A,225
201906,El Al Israel Airlines LTD.,LY,El Al Israel Airlines LTD.,LY,International,Middle East,Deplaned,Other,International,A,225
201104,Miami Air International,GL,Miami Air International,GL,Domestic,US,Enplaned,Other,International,A,226
201705,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,226
201807,French Bee,BF,French Bee,BF,International,Australia / Oceania,Deplaned,Other,International,A,226
201808,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,227
201812,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,227
200912,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,229
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,230
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,231
201005,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,231
201808,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,231
201610,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,Terminal 3,F,232
201611,Swissport USA,,Swissport USA,,International,Europe,Deplaned,Other,International,A,232
201411,Swissport USA,,Swissport USA,,International,Central America,Deplaned,Other,International,A,234
201411,Swissport USA,,Swissport USA,,International,Central America,Enplaned,Other,International,A,234
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,235
201806,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,235
201301,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,236
201309,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,236
201805,French Bee,BF,French Bee,BF,International,Europe,Deplaned,Other,International,A,236
201805,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,236
200607,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,237
200704,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,237
201106,Servisair,,Servisair,,Domestic,US,Deplaned,Low Fare,International,A,237
200911,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,239
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,239
201709,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,239
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,239
201711,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,239
201805,French Bee,BF,French Bee,BF,International,Australia / Oceania,Deplaned,Other,International,A,239
201904,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Other,International,A,239
201806,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,240
201701,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,242
200812,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,243
200901,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,243
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,243
201403,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,243
201610,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,243
200610,Air Canada Jazz,QK,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,244
200906,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,244
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,244
201302,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,244
201709,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,244
201411,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,245
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,247
201012,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,247
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,247
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,248
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,248
200806,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,248
201609,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,248
201709,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,Terminal 3,F,248
201102,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,249
201809,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,249
201810,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,249
201509,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,250
201905,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,250
200602,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,251
201609,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,251
201705,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,251
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,252
201202,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,252
201607,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,252
200801,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 1,B,253
200912,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,253
201107,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,253
201605,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,253
201308,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,254
201412,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,254
200907,World Airways,WO,World Airways,WO,International,Europe,Deplaned,Other,International,A,255
201201,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,255
200904,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,256
201104,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,256
201410,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,256
201005,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,257
201309,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,257
201705,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,257
200902,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,258
201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,258
201605,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,258
200907,World Airways,WO,World Airways,WO,International,Europe,Enplaned,Other,International,A,259
201506,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,259
201808,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,259
201209,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,260
200806,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,261
201806,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,261
201907,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,261
200703,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,262
200703,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,262
201106,Servisair,,Servisair,,Domestic,US,Enplaned,Low Fare,International,A,262
201506,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,262
201805,French Bee,BF,French Bee,BF,International,Europe,Enplaned,Other,International,A,262
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,263
201501,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,263
200905,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,264
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,264
201703,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,264
200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,265
200609,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 1,B,266
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,267
201101,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,267
201608,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,267
201305,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,268
201403,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,268
201811,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,F,268
201906,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,268
200511,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,International,A,269
200907,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,G,269
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,269
201609,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,269
201002,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,270
201902,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,270
201903,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,270
201211,World Airways,WO,World Airways,WO,Domestic,US,Enplaned,Other,International,A,271
201804,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,271
201503,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,272
201606,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,273
200801,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,274
201612,Swissport USA,,Swissport USA,,International,Europe,Enplaned,Other,International,A,274
201705,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,274
200705,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,275
200807,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,275
200807,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,275
201611,Swissport USA,,Swissport USA,,International,Europe,Enplaned,Other,International,A,275
201307,Swissport USA,,Swissport USA,,International,Europe,Deplaned,Other,International,A,276
201307,Swissport USA,,Swissport USA,,International,Europe,Enplaned,Other,International,A,276
201610,XL Airways France,SE,XL Airways France,SE,International,Europe,Enplaned,Other,International,A,276
200906,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,277
201607,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,277
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,278
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,279
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,280
201807,French Bee,BF,French Bee,BF,International,Europe,Enplaned,Other,International,A,280
201905,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Other,International,A,280
201901,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,281
200601,Air Canada Jazz,QK,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 1,B,282
200711,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,282
201004,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,282
201704,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,G,282
201006,Virgin America,VX,Virgin America,VX,International,Canada,Deplaned,Low Fare,International,A,283
201202,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,283
201307,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,283
201609,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,283
201810,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,283
200511,ATA Airlines,TZ,ATA Airlines,TZ,International,Canada,Deplaned,Low Fare,International,A,284
200511,ATA Airlines,TZ,ATA Airlines,TZ,International,Canada,Enplaned,Low Fare,International,A,284
200812,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Thru / Transit,Other,International,A,284
200608,Air Canada Jazz,QK,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,285
201611,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,285
200702,Mesa Airlines,YV,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,286
201703,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,Terminal 3,E,286
201909,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Other,International,A,286
200609,Air Canada Jazz,QK,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,288
200807,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,288
200904,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,288
200712,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,289
201012,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,289
201610,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,289
200902,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,290
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,291
201309,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 1,B,292
201203,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,293
201204,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,293
201811,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,293
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,294
201203,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,294
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,295
201001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,297
201811,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,298
200703,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,299
201203,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,300
201305,Swissport USA,,Swissport USA,,International,Europe,Deplaned,Other,International,A,300
201305,Swissport USA,,Swissport USA,,International,Europe,Enplaned,Other,International,A,300
201907,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,300
200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,301
201005,Mesaba Airlines,XJ,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,301
201809,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,301
201810,Iberia,IB,Iberia,IB,International,Europe,Deplaned,Other,International,A,301
201810,Iberia,IB,Iberia,IB,International,Europe,Enplaned,Other,International,A,301
200712,Mesa Airlines,YV,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,302
201806,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Other,International,A,302
201812,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,302
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,303
201005,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,303
201904,French Bee,BF,French Bee,BF,International,Europe,Deplaned,Other,International,A,303
201705,Trego Dugan Aviation,,Trego Dugan Aviation,,Domestic,US,Enplaned,Low Fare,International,A,304
201408,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,305
201103,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,306
201112,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,307
201801,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Deplaned,Low Fare,International,A,307
200712,Mesa Airlines,YV,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,308
200611,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,309
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,309
201903,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,309
201103,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,310
201604,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,310
201005,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,311
201706,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,311
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,312
201103,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,313
201903,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,314
200509,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Enplaned,Other,International,A,315
200611,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,315
201503,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Deplaned,Low Fare,International,A,315
201907,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Other,International,A,315
200607,Air Canada Jazz,QK,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,316
201903,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,316
201210,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,318
201703,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Deplaned,Low Fare,International,A,318
200710,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,319
201006,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,319
201711,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,319
201903,Norwegian Air UK Ltd,DI,Norwegian Air UK Ltd,DI,International,Europe,Deplaned,Other,International,A,319
201001,Mesa Airlines,YV,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,320
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,320
200809,BelAir Airlines,BBB,BelAir Airlines,BBB,International,Europe,Enplaned,Other,International,A,321
200609,Air Canada Jazz,QK,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,322
201005,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,323
201903,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Thru / Transit,Other,International,A,323
201001,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,324
201203,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,324
201909,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,324
200507,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,325
201501,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,325
201801,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,325
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,326
201810,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Other,International,A,328
200911,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,329
200612,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,330
201206,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,330
201903,Norwegian Air UK Ltd,DI,Norwegian Air UK Ltd,DI,International,Europe,Enplaned,Other,International,A,330
200607,Air Canada Jazz,QK,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,331
200611,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,331
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,331
201908,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,331
201505,Mesa Airlines,YV,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,B,332
201308,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,335
200601,Air Canada Jazz,QK,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 1,B,337
200808,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Thru / Transit,Other,Terminal 1,C,337
201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,337
200912,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,338
